,School Name,UniversityLink1,text,failed_scrape
10,Dartmouth College,https://www.dartmouth.edu/ide/Diversity%20Mission%20Statement.html,DiversityMissionStatementEmergencyNotificationMoredetailsSkiptomaincontentQuickLinksADA504ProgramAffirmativeActionPlanEmployeeAccessibilityResourcesEmployeeResourceNetworksJointheIDEListservPoliciesProceduresSelfIDFormStudentDisabilityGrievanceProcessVeteranResourcesRelatedSitesDartmouthComplianceandEthicsHotlineDartmouthComplianceMatrixHigherEducationActInclusiveExcellenceMartinLutherKingJrCelebrationOfficeoftheProvostOfficeofVisaImmigrationServicesSexualRespectTitleIXStudentAccessibilityServicesWISESearchthisSiteDartmouthCollegeOfficeofInstitutionalDiversityEquityParkhurst006gardenlevelHB6018HanoverNH03755Phone6036461606Fax6036462516EmailinstitutionaldiversityandequitydartmoutheduHomeDiversityMissionStatementDiversityatalllevelsiscriticaltoDartmouthsmissionofprovidinganenvironmentthatcombinesrigorousstudywiththeexcitementofdiscoveryAsaninstitutionofhighereducationDartmouthisdefinedbythebeliefthatamultiplicityofvaluesandbeliefsinterestsandexperiencesintellectualandculturalviewpointsenrichlearningandinformscholarshipButtheimportanceofdiversityextendsbeyonditscontributiontoarichacademicenvironmentThecaseforembracingdiversitycanbemadeacrossallrealmsofhumanendeavorResearchersarefindingthatdiversegroupsofproblemsolversoutperformindividualexpertsatsolvingproblemsGenderdiversityhasimprovedresearchinfieldsfromeconomicstomedicineIncreasinglybusinessorganizationsarefindingthatleveragingdiversitywitheffectivemanagementcanimproveacompanysperformanceandboostinnovationRespectfortheculturesthatmakeDartmouthadynamicteachingresearchandserviceenvironmentisabedrockinstitutionalvalueDartmouthsOfficeofInstitutionalDiversityEquityprovidesresourcesacrosstheinstitutiontopromoteaccessrespectinclusivenessandcommunityinallofDartmouthsworkingandlearningenvironmentsLastUpdated72418,False
11,Brown University,https://diap.brown.edu/,DiversityInclusionActionPlanBrownUniversityDiversityandInclusionActionPlanDIAPPathwaystoDiversityandInclusionAnActionPlanforBrownUniversityknownastheDIAPisBrownUniversityscomprehensivestrategicplantocreateandsustainthediverseandinclusivecommunitynecessaryfortheadvancementofknowledgelearninganddiscoveryTheDIAPalongwithDIAPPhaseIIdevelopedfiveyearsaftertheoriginalplandetailsconcreteachievableactionsthatBrownisimplementingtomaketheUniversitymorefullydiverseandinclusiveThestrengthsoftheplanareitsconcretegoalsUniversitywideengagementtoachievethegoalsandcommitmenttoaccountabilityItisimperativethatallmembersofourcommunityregardlessofraceethnicitygendersexualorientationnationalityreligionpoliticalviewsphysicalabilityandotheraspectsoftheiridentitiesareacceptedvaluedandprovidedwithequalopportunitiestothriveatBrownOurchallengeandopportunityasacommunityistoworktogetherasstudentsfacultyandstafftoensurewearelivinguptoouridealsAboutthePlanTheplanprioritizesactionsinsixareasthatfurtherBrownsmissionVisitPageOpendetailsforAboutthePlanActionPlansReportsBrownsDIAPestablishesannualreportingasoneofitsmeasurestoensureaccountabilityforsustainingprogressontheplansgoalsVisitPageOpendetailsforActionPlansampReportsDataTrackingdemographicsandotherdatahelpstomeasureBrownsprogressintheconcreteactionsestablishedformeetingourdiversityandinclusiongoalsVisitPageOpendetailsforDataHistoryTheDIAPrecognizesthechallengesandopportunitiesofpreviouseffortstowarddiversityVisitPageOpendetailsforHistoryResourcesandTrainingTheOfficeofInstitutionalEquityandDiversityhasdevelopedseveralresourcestosupporttheBrowncommunityineffortstoadvancediversityequityandinclusionVisitPageOpendetailsforResourcesandTraining,False
12,Vanderbilt University,https://www.vanderbilt.edu/diversity/mission-statement/,MissionStatementEquityDiversityandInclusionVanderbiltUniversitySkiptomaincontentlinkMissionStatementMissionTheViceChancellorforEquityDiversityandInclusionwillserveasanadvisorinmattersofdiversityandinclusionfortheChancellorTheViceChancellorforEDIwillensurethatourseminaleffortsarepromulgatedtothoughtleadersinourcityregionnationandtheworldInadditiontheViceChancellorforEDIsfocuswillbeonactivitiesthatadvancediversityandinclusiontoolsandbestpracticeswithallViceChancellorsandVanderbiltUniversitystaffandinadditionservewhenrequestedasasupportivecounseltotheViceProvostofStrategicInitiativesOfficeofInclusiveExcellenceInbuildingandcodifyingtheseandotheractivitiestheofficeoftheViceChancellorforEquityDiversityandInclusionwillassisttheChancellorandtheViceChancellorsinmakingVanderbiltUniversityanationalleaderindevelopingtoolsandpracticesthatensureawelcomingnurturingandrobustlyinclusivecommunityforallwhostudylearnteachresearchandservehereVisionTheOfficeforEquityDiversityandInclusionendeavorstohelpmakeVanderbiltUniversityaleadinglearninginstitutionwhereachievingequitydiversityandinclusionareitshighestprioritiesasittrainsglobalcitizenswhowillcontributetothedevelopmentofabetternationandworldRecentNewsBecomingamorediverseandinclusiveVanderbiltBelindaOtukoloSaltibannamedassociatevicechancellorforequitydiversityandinclusionNewMulticulturalCommunitySpacetoopenoncampusthisfallPaneltodiscussreflectionsonequitydiversityandinclusionwithinVanderbiltoneyearlaterJune28InterestsessionfornewJewishEmployeeAffinityGroupisJune29VanderbiltSchoolofNursingstudentleadersshareopportunitiestoeliminatebiasandracismagainstAAPIhealthcareprofessionalsamidCOVID19VanderbiltjoinspeergroupstudyinglegaciesofslaveryandracialinjusticeMORE,False
13,Washington University in St. Louis,https://diversity.wustl.edu/framework/chancellor-statement/,MessagefromtheChancellorDiversityInclusionSkiptocontentHereatWashingtonUniversityinStLouisweknowthatbeingdiverseisonethingandequityandinclusionareanotherAsacommunitycommittedtotherelentlesspursuitofexcellencewemustbeadiversecommunityWemustalsobeacommunitywhereallpeoplefeelrepresentedvaluedandincludedasequalmembersAsalocalcommunityanationandasauniversityinsomekeyareaswehavecomealongwayStillintoomanyrespectswehavealongwaytogoButwemustcontinuetoprioritizetheimportantworkwedoeverydaytoembracediversityequityandinclusionascentralandguidingprinciplesofthisuniversityEmbracingdiversityandinclusionisnotjustsomethingwedobecauseweshouldorbecauseitstherightthingtodoItisessentialtohumanflourishingandprogressEmpiricalevidencehasshownusthatwhentheyutilizetheirdifferenceseffectivelydiverseteamsperformbetterthanhomogenousonesWhenwesurroundourselveswithpeoplewhothinkbelievelookandactdifferentlythanuswebecomemoreawareofourownperceptionsandlimitationsInturnwhenweembraceallpeoplewebecomemoreempatheticbetterproblemsolversbettercommunicatorsbetterteachersbetterfriendsbettercolleaguesandbettercitizensAtabroaderinstitutionallevelwemovefurtheralongthepathtowardexcellenceTothatendasWashUschancellorIcommittoensuringwebuildacommunitythatisthebestrepresentationofournationandworldIcommittorecruitingtheverybestindividualsregardlessofbackgroundorpreviousopportunitiesIcommittoensuringallpeoplefeeltheirvoicesandideasareheardaswellastheirpresenceincludedAsauniversityengagingindifficultconversationsiscentraltoouracademicmissionHowevertheseconversationscanbeespeciallychallengingwhentheyinvolveourfundamentalidentitiesandlifeexperiencesIurgemembersofourcommunitytoengageindialogueacrossdifferencewithdignityempathyandmutualrespectThisworkiscentraltoourmissionaswecontinuetopreparevaluesorientedcompassionateindividualstobeproductivemembersofaglobalandrapidlychangingsocietyIinviteyoutojoinmeasweremainarenownedleaderinthisworkandaswemovealongthepathtowardexcellenceineducationresearchandpatientcareAndrewDMartinChancellor,False
14,Cornell University,https://diversity.cornell.edu/belonging,BelongingatCornellCornellUniversityDiversityandInclusion,True
15,University of California--Los Angeles,https://www.ucla.edu/about/mission-and-values,MissionValuesUCLAUCLAscoremissioncanbeexpressedinjustthreewordsUCLAsprimarypurposeasapublicresearchuniversityisthecreationdisseminationpreservationandapplicationofknowledgeforthebettermentofourglobalsocietyTofulfillthismissionUCLAiscommittedtoacademicfreedominitsfullesttermsWevalueopenaccesstoinformationfreeandlivelydebateconductedwithmutualrespectforindividualsandfreedomfromintoleranceInallofourpursuitswestriveatonceforexcellenceanddiversityrecognizingthatopennessandinclusionproducetruequalityThesevaluesunderlieourthreeinstitutionalresponsibilitiesLearningandteachingatUCLAareguidedbythebeliefthatundergraduategraduateandprofessionalschoolstudentsandtheirteachersbelongtoacommunityofscholarsThiscommunityisdedicatedtoprovidingstudentswithafoundationalunderstandingofabroadrangeofdisciplinesfollowedbytheopportunityforindepthstudyinachosendisciplineAllmembersofthecommunityareengagedtogetherindiscoveringandadvancingknowledgeandpracticeLearningoccursnotonlyintheclassroombutalsothroughengagementincampuslifeandincommunitiesandorganizationsbeyondtheuniversityDiscoverycreativityandinnovationarehallmarksofUCLAAsoneoftheworldsgreatresearchuniversitieswearecommittedtoensuringexcellenceacrossawiderangeofdisciplinesprofessionsandartswhilealsoencouraginginvestigationacrossdisciplinaryboundariesInsodoingUCLAadvancesknowledgeaddressespressingsocietalneedsandcreatesauniversityenrichedbydiverseperspectiveswhereallindividualscanflourishCivicengagementisfundamentaltoourmissionasapublicuniversityLocatedonthePacificRiminoneoftheworldsmostdiverseandvibrantcitiesUCLAreachesbeyondcampusboundariestoestablishpartnershipslocallyandgloballyWeseektoservesocietythroughbothteachingandscholarshiptoeducatesuccessivegenerationsofleadersandtopassontostudentsarenewablesetofskillsandcommitmenttosocialengagementUCLAendeavorstointegrateeducationresearchandservicesothateachenrichesandextendstheothersThisintegrationpromotesacademicexcellenceandnurturesinnovationandscholarlydevelopmentTheUniversityofCaliforniaLosAngelesUCLAisaninstitutionthatisfirmlyrootedinitslandgrantmissionofteachingresearchandpublicserviceThecampuscommunityiscommittedtodiscoveryandinnovationcreativeandcollaborativeachievementsdebateandcriticalinquiryinanopenandinclusiveenvironmentthatnurturesthegrowthanddevelopmentofallfacultystudentsadministrationandstaffThesePrinciplesofCommunityarevitalforensuringawelcomingandinclusiveenvironmentforallmembersofthecampuscommunityandforservingasaguideforourpersonalandcollectivebehaviorWebelievethatdiversityiscriticaltomaintainingexcellenceinallofourendeavorsWeseektofosteropenmindednessunderstandingcompassionandinclusivenessamongindividualsandgroupsWearecommittedtoensuringfreedomofexpressionanddialogueinarespectfulandcivilmanneronthespectrumofviewsheldbyourvariedanddiversecampuscommunitiesWevaluedifferencesaswellascommonalitiesandpromoterespectinpersonalinteractionsWeaffirmourresponsibilityforcreatingandfosteringarespectfulcooperativeequitableandcivilcampusenvironmentforourdiversecampuscommunitiesWestrivetobuildacommunityoflearningandfairnessmarkedbymutualrespectWedonottolerateactsofdiscriminationharassmentprofilingorotherconductcausingharmtoindividualsonthebasisofexpressionofracecolorethnicitygenderagedisabilityreligiousbeliefspoliticalpreferencesexualorientationgenderidentitycitizenshipornationaloriginamongotherpersonalcharacteristicsSuchconductviolatesUCLAsPrinciplesofCommunityandmayresultinimpositionofsanctionsaccordingtocampuspoliciesgoverningtheconductofstudentsstaffandfacultyWeacknowledgethatmodernsocietiescarryhistoricalanddivisivebiasesbasedonraceethnicitygenderagedisabilitysexualorientationandreligionandweseektopromoteawarenessandunderstandingthrougheducationandresearchandtomediateandresolveconflictsthatarisefromthesebiasesinourcommunitiesThePrinciplesofCommunitystatementwasdevelopedbytheChancellorsAdvisoryGrouponDiversitysincerenamedtheUCLACouncilonDiversityInclusionThegroupincludesrepresentativesfromtheadministrationfacultystaffandstudentandalumnicommunitiesMoreInformationUniversityofCaliforniaUCBoardofRegentsUCOfficeofthePresidentUCNewsroomEquitySustainabilityVolunteerismUCLAVolunteerCenterTrueBruinFeedbackUCLAonFacebookUCLAonTwitterUCLAonInstagramUCLAonSnapchatUCLAonLinkedInUCLAonYouTube,False
16,Emory University,https://equityandinclusion.emory.edu/about/resources/statement-terms.html,InstitutionalStatementonDiversityandTermsEmoryUniversityAtlantaGAInstitutionalStatementonDiversityandTermsIntroductionInorderforourcampusandtheEmoryenterprisetoanchortheworkofdiversityequityandinclusioninsharedvaluesandprinciplesinshortacommonlanguagewewilladoptthefollowingdiversitystatementandglossaryoftermsasinstitutionalguidesforthatworkThesetermsarefoundationalYouhavetheoptiontobuildonthesefoundingprinciplestoshapetheworkinyourownschoolsandunitsProcessTheproposedglossaryoftermswascreatedvettedandshapedbytheworkoftheInterculturalEducationAdvisoryGroupspring20201InourdiscussionswerealizedthattheimportantworkofnationallyrecognizedorganizationssuchastheAmericanAssociationofCollegesandUniversitiestheUniversityofSouthernCaliforniasCenterforUrbanEducationaswellastheAssociationofAmericanUniversitiesshouldguidethatworkWehaveadoptedthosedefinitionswhererelevanttoalignwithnationalconversationsandhavecreditedthatbelowWehavealsoexpandedthosedefinitionswhereapplicabletomorefullyincorporatetheEmoryethosThediversitystatementistakenfromEmorysmissionandstatementofethicalprinciplesItwasenhancedtostrengthenitsDEIvaluesproposition2EmorysInstitutionalStatementonDiversityTheEmorycommunityisopentoallwhohaveacommitmenttothehighestidealsofintellectualengagementcriticalinquiryandintegrityWewelcomeadiversityofgenderidentitiessexualorientationsabilitiesdisabilitiesethnicculturalsocioeconomicreligiousnationalandinternationalbackgroundsbelievingthattheacademicandsocialenergythatresultsfromsuchdiversityisessentialtoadvancingknowledgeaddressingsocietysmostpressingissuesandattendingtothefullspectrumofhumanneedsinservicetothecommongood3EmorysDiversityEquityandInclusionValuesandPrinciplesDiversityisfoundationaltoeducationalexcellenceandcriticaltoatransformativeacademicexperienceIthelpstofosterdynamicspacesofengagementwhereinnovationcriticalthinkingcreativityandunderstandingresideandithelpstocultivateintellectualcommunitiesrootedinamutualrespectforindividualswhoseidentitiesexperiencesgiftsandtalentsmirrorthecommunitiesthatsurroundourcampusandbetterreflectthediversityofourworldSucheffortsbindthevaluepropositionofdiversitytoourinstitutionalprinciplesandidealsasweseektocreatespaceforstudentsfacultyandstafftonavigateanincreasinglycomplexanddiversesocietyestablishingmodelsofpracticethatgeneratenewknowledgeanddeeperhumanconnectionsaswemovefrominclusiveexcellencetoinclusiveeminenceThusDiversityisunderstoodbroadlytomeanraceethnicitygenderdisabilitynationaloriginagehealthstatusreligionsexualorientationgenderidentitygenderexpressionsocioeconomicstandingimmigrationstatusfamilybackgroundneurodiversityintersectionalidentitiesandthebroadrepresentationsofhumanexistence4InclusioninactionisaboutcreatinganenvironmentinwhichfacultystaffandstudentscanthrivewheretheyfeelappreciatedandcanseethemselvesintheimagestraditionsandcultureofthecampuscommunityThusInclusionistheactiveintentionalandongoingengagementwiththeprinciplesofdiversityinourscholarshipinourcurriculumcocurriculumbusinessoperationsandinfrastructureofourinstitutionInclusionisinterwovenintotheintellectualsocialculturalgeographicallocalregionalandinstitutionalcommunitieswithwhichindividualsmightconnectinwaysthatincreaseawarenesscontentknowledgeperspectivetakingandempatheticunderstandingofthecomplexwaysindividualsinteractwithinsocietiesorganizationsandinstitutionsandsystems5EquityistheguaranteeoffairtreatmentaccessopportunityandadvancementforallstudentsfacultyandstaffwhileatthesametimestrivingtoidentifyandeliminatebarriersthathavepreventedthefullparticipationofsomegroupsTheguidingprincipleofequityacknowledgesthatthereareunderservedandunderrepresentedpopulationsandthatfairnessregardingtheseunbalancedconditionsisneededtoassistintheprovisionofeffectiveopportunitiestoallgroups6EquitymindednesscallsattentiontopatternsofinequityinoutcomesforstudentsfacultyandstaffPractitionersofequitymindednessarewillingtotakepersonalandinstitutionalresponsibilityforthesuccessoftheirstudentsfacultyandstaffandcriticallyreassesstheirownpracticesItalsorequiresthatpractitionersareraceconsciousandawareofthesocialandhistoricalcontextofexclusionarypracticesinAmericanHigherEducation71InterculturalDevelopmentAdvisoryGroupMembersAmandaMarieJamesAssociateDeanDiversityInclusionandCommunityEngagementAnthonyMizeCoordinatorDiversityCampusLifeOxfordDanielleMBruceSteeleDirectorOfficeofLGBTLifeBelongingCommunityJusticeMauriceMiddletonSrDirectorDEIEOAAComplianceOfficerBeckaShettyAssociateDirectorStudentInvolvementLeadershipandTransitionsDeLaDosDirectorSocialJusticeEducationDonnaTrokaSrAssocDirProgramsCenterforFacultyDevExcelNadineKaslowProfessorSOMPsychAdminNatalieFieldsDirFacAdvancementInclusionSOMLaNitaGregoryCampbellDirRACECenterChanelCraftTannerDirCenterforWomenAnisthasiaCarterDirLearningDevelopmentHRNicoleIngramDirProgramsSpecialInitiativeDiversityandInclusionJessicaBarberSeniorLecturerECASPsychologyLeahRoeschSeniorLecturerECASNeuroscienceBehavioralBiology2ThisdocumentwaspresentedtotheCouncilofDeansandtheViceProvostson2020September16thandeditedbasedonfeedbackThisdocumentwaspresentedtotheCouncilofAssociateDeanson2020September24thandeditedrevisedbasedonfeedbackItwassharedwiththePresidentsOffice2020October30thandrevisedbasedonfeedback3httpsprovostemoryedufacultyhandbookmissionhtml4httpswwwaacuorgmakingexcellenceinclusive5httpswwwaacuorgmakingexcellenceinclusive6httpswwwaacuorgmakingexcellenceinclusive7httpswwwaacuorgmakingexcellenceinclusive,False
17,University of California--Berkeley,https://diversity.berkeley.edu/principles-community,PrinciplesofCommunityDiversity,True
18,University of Michigan--Ann Arbor,https://diversity.umich.edu/about/messages-from-leadership/presidents-letter/,PresidentsLetterDiversityEquityInclusionUniversityofMichiganSkiptocontentAboutMessagesfromLeadershipPresidentsLetterSincethelaunchofourStrategicPlanforDiversityEquityandInclusionin2016wehavecreatedprogramsacrosstheuniversityanddevelopednewwaystoengagewithmembersofourcommunityWearetakingimportantstepstoassesshowwearedoingandwhereweneedtoimproveWhileofftoagoodstartweknowourworkisfarfromcompleteIamproudthatourcommunityisusingtheoccasionofourBicentennialtoexamineourpastandpresenttoinformhowwecanbestachieveouraspirationsfordiversityequityandinclusioninourthirdcenturyThroughclassesathemesemesterartexhibitsandperformancesandscholarlydiscussionswearefosteringthetypesofactivitiesthathelpuslearnasacommunityandbetterunderstandourdifferencesTheUniversityofMichigancannotbeexcellentwithoutbeingdiverseinthebroadestsenseofthatwordWealsomustensurethatourcommunityallowsallindividualsanequalopportunitytothriveGainingmoreknowledgeaboutourhistoryandcommunitywillonlyhelpusaswerisetomeetthechallengesofthefutureIhopewewillcontinuetoengageinthisworktogetherAsstudentsandeducatorsatapublicuniversityandasmembersofsocietywhoaspiretoleadinthelargerworldwehaveaspecialobligationtoenhancediversityequityandinclusionandupholdourmostcherishedvaluesThesevaluesremainattheheartofourworktoenhancediversityequityandinclusionattheUniversityofMichiganWecannotbeexcellentwithoutbeingdiverseinthebroadestsenseofthewordAndwemustalsoensurethatourcommunityallowsallindividualsanequalopportunitytothriveSincerelyMarkSchlisselPresident,False
19,University of Southern California,https://diversity.usc.edu/usc-principles-of-community/,USCPrinciplesofCommunityDiversityEquityandInclusionUSCUSCisamulticulturalcommunityofpeoplefromdiverseracialethnicgenderandclassbackgroundsnationaloriginsfaithbackgroundspoliticalbeliefsabilitiesandsexualorientationsOuractivitiesprogramsclassesworkshopslecturesandeverydayinteractionsareenrichedbyouracceptanceofoneanotherandwestrivetolearnfromeachotherinanatmosphereofpositiveengagementandmutualrespectWewanttomakeexplicitourexpectationsregardingthebehaviorofeachmemberofourcommunityAsadultsweareresponsibleforourbehaviorandarefullyaccountableforouractionsWeeachmusttakeresponsibilityforourawarenessofracismsexismageismxenophobiahomophobiatransphobiaableismandotherformsofdiscriminationBigotrywillnotgounchallengedwithinthiscommunityNoonehastherighttodenigrateanotherhumanbeingonthebasisofracesexsexualorientationnationaloriginsandotheridentitiesWewillnottolerateverbalorwrittenabusethreatsharassmentintimidationorviolenceagainstpersonorpropertyInthiscontextwedonotacceptalcoholorsubstanceabuseasanexcusereasonorrationaleforsuchabuseharassmentintimidationorviolenceIgnoranceoritwasjustajokeisalsonotanexcuseforsuchbehaviorAllwhoworklivestudyandteachintheUSCcommunityareherebychoiceandaspartofthatchoiceshouldbecommittedtotheseprincipleswhichareanintegralpartoftheUSCsfocusgoalsandmission1988revised2017,False
20,Carnegie Mellon University,https://www.cmu.edu/diversity/,HomepageDiversityEquityandInclusionCarnegieMellonUniversityAtCarnegieMellonUniversityourpeopleareourgreatestassetDiversityequityandinclusionguideourvaluesandserveasourfoundationWeseekandcultivatediversepopulationsandperspectivesandpromoteequityandinclusionWedosobecauseitisparamounttoourhealthandwellbeingDiversityequityandinclusionarealsocriticaltoacademicexcellenceandinnovationWemustnotonlydefinethesewordswemustalsobevigilantinourcommitmenttobuildandsustainacommunitythatembracesthesecorevaluesLetscontinueonthisjourneytogetherEmailtheTaskForceonCampusClimatetocontributetooureffortsRecentDEICommunications6102021CMUHonorsJuneteenth682021PrideMonth2021ReadallDEIcommunicationsWelcomeDrWandaHeadingGrantViceProvostforDiversityEquityandInclusionandChiefDiversityOfficerDistinguishedServiceProfessorHeinzCollegeofInformationSystemsandPublicPolicyReadbioConfrontingRacismandPromotingEquityandInclusionCMUhasbeenexaminingourroleinthefighttoconfrontracismandpromotesocialjusticeinclusionandeconomicempowermentNowmorethaneverwemustworktogetherasacommunitytobringdiversityequityandinclusionDEIintogreaterfocusacrossCarnegieMellonViewourDEIMicrositeDiversityWeunderstandandvaluethateveryindividualisuniqueWeseethisuniquenessshapedbyraceethnicitygendersexualorientationsocioeconomicstatusagephysicalabilitiesreligiousbeliefspoliticalbeliefsandotherlifeexperiencesandideologiesEquityAtCMUweareintentionalabouteliminatingbarriersthathavepreventedfullparticipationandincreasedaccesstoresourcesandnetworksforunderrepresentedgroupsacrossourstudentfacultyandstaffpopulationsInclusionWebelievethateverypersonatCMUshouldfeelasthoughtheybelonghereWearelearninghowtoinvolvemoreuniqueperspectivesandactivelyinviteparticipationfromhistoricallyunderrepresentedgroupsinordertomakeourcommunityabetterplaceforallCentersandCommunitiesNosingularidentitydefinesusWeareeachauniqueblendofbackgroundswithneedsthatspeaktoeachofouridentitiesFindyourcommunitiesyouraffinityspacesandyouralliesSubmitideasandadditionstoourindexofcentersandcommunitiesCenterforStudentDiversityandInclusionCampusCommunitiesPittsburghCommunitiesPresidentsTaskForceonCampusClimateTaskForceontheCMUExperienceResourcesHowcanwebemoreeffectiveinthespaceofdiversityequityandinclusionThefollowingisalistoftoolsandresourcesthatcanhelptobettersupportthoseinyouradministrativeunitschooldepartmentorclassroomVisitourresourcespoliciesandprogramspageforamorecomprehensivelistCommunityResourcesBiasBustersBiasReportingandResponseGreenDotInitiativeCivilityDiversityandInclusionTrainingResourcesFacultyandStaffResourcesCivilityDiversityandInclusionTrainingResourcesCommitteeonFacultyDiversityInclusionandDevelopmentDisabilityServicesforFacultyandStaffNationalCenterforFacultyDiversityandInclusionStaffCouncilTargetofOpportunityFundHealthandWellnessCampusWellnessCounselingandPsychologicalServicesCaPsReligiousandSpiritualLifeInitiativesUniversityHealthServicesReportsandMetricsCMUVoicesStudyDemographicsandMetricsSummaryofGoalsandProgressoftheTaskForceonCampusClimateTaskForceontheCMUExperienceClosingReportStudentResourcesAcademicDevelopmentDisabilityResourcesGlobalCommunicationCenterInterculturalCommunicationCenter,False
21,University of North Carolina--Chapel Hill,https://diversity.unc.edu/about/office/,UniversityOfficeforDiversityInclusionUniversityOfficeforDiversityandInclusionSkiptomaincontentHomeOurCommunityUniversityOfficeforDiversityInclusionContents1DiversityInclusion2Mission3EnrichingtheExperienceforAllMembersoftheCarolinaCommunity31ProspectiveIncomingStudents32CurrentStudents33FacultyStaff34AlumniFriends4Recognition5MeetOurStaff6MeetourGraduateAssistantDiversityInclusionDefinedasholdingmultipleperspectiveswithoutjudgmentDimensionsofdiversityincludebutarenotlimitedtoraceethnicityreligionagesexualityphysicalabilitysexualidentityandgeographyMissionTheUniversityOfficeforDiversityandInclusionUODIhasprimaryresponsibilityforprovidingUniversitywideleadershiponbestpracticesandstrategiestobuildandsustainaninclusivecampuscommunityUODIpromotestheprinciplesofequityandinclusioninrecruitmentthroughdiversityeducationandfunctionsanddevelopmentprogrammingOurofficestrivestopositionCarolinatofulfillitsmissionofeducatingadiversestudentbodywiththeaddedgoalofaspiringtoattractandretainfacultyandstaffreflectiveofourlargercommunitywhilemaintaininganunwaveringcommitmenttoexcellenceEnrichingtheExperienceforAllMembersoftheCarolinaCommunityProspectiveIncomingStudentsForhighschoolstudentsUODIoffersguidancethrougheveryaspectofthecollegechoiceprocessFromschedulingacampusvisittothefirstdayofclassesweareheretoensurethateveryyoungscholarwhodreamsofsettingoutforCarolinawillfindanencouragingandsupportiveteamawaitingtheirarrivalCurrentStudentsWhetheritsorientationfirstyearregistrationcampuslifechoosingamajororcelebratinggraduationourexperiencesallowstudentstogrowtheirculturalcompetencythriveandmaketheiruniqueHEELprintOurprogramsandinitiativesserveasacornerstoneforacademicachievementandpersonalgrowthFacultyStaffUODIoffersallencompassingsupporttoCarolinasfacultyandstafffromtherecruitmentandhiringprocesstoidentifyingresearchopportunitiesandfacilitatinganengagingworkplaceexperienceWeinitiateandsustainconversationsandprojectsthatenrichyourprofessionaljourneywhilebuildinganinclusiveworkenvironmentAlumniFriendsOurworkextendsbeyondtheCarolinacampusTheUODIteamworkswithgraduatingstudentsastheytransitionintothenewexperiencesthatawaitthemWefosteranongoingnetworkthatallowsustoconnectwithalumnicommunitybusinessleadersandexternalorganizationsforbuildingpipelinesanddiversityeducationRecognitionTheUniversityOfficeforDiversityInclusionhasbeeninstrumentalincreatingpositiverecognitionfortheUniversityofNorthCarolinaatChapelHillAmongourawardsarefourconsecutiveHigherEducationExcellenceinDiversityHEEDawardsin201520162017and2018presentedbyINSIGHTIntoDiversitytocollegesanduniversitiesthatdemonstrateanoutstandingcommitmenttodiversityandinclusionOurcampuswasalsorecognizedbyUSVeteransMagazineasaTopVeteranFriendlySchoolin2018InadditionCarolinahasearnedaGoldratinginDiversityandEquityCoordinationunderDrSibbyAndersonThompkinsbytheSustainabilityTrackingAssessmentRatingSystemSTARSaprogramofAASHESTARSisatransparentselfreportingframeworkforcollegesanduniversitiestomeasuretheirsustainabilityperformanceTheratingisreflectiveoftheUniversityhavingmetthefollowingcriteria1InstitutionhasadiversityandequitycommitteeofficeandorofficerortheequivalenttaskedbytheadministrationorgoverningbodytoadviseonandimplementpoliciesprogramsandtrainingsrelatedtodiversityequityinclusionandhumanrightsoncampusThecommitteeofficeandorofficermayfocusonstudentsandoremployees2InstitutionmakesculturalcompetenceantioppressionantiracismandorsocialinclusiontrainingsandactivitiesavailabletostudentsacademicstaffiefacultymembersandornonacademicstaffThetrainingsandactivitieshelpparticipantsbuildtheawarenessknowledgeandskillsnecessarytoredressinequalitiesandsocialdisparitiesandworkeffectivelyincrossculturalsituationsMeetOurStaffSpecialAdvisortotheProvostandChancellorforEquityInclusionInterimChiefDiversityOfficerSibbyAndersonThompkinsPhDSIHbeeANNdursonTOMkinssibbyemailuncedu9198434169SeniorDirectorforEducationOperationsandInitiativesVacantAdministrativeAssistantAntoinetteBullardANNtwaNETBULLurdabullarduncedu9198435517InterimExecutiveAssistantTiaCalvinTEEuhCAALvintcalvinunceduCommunicationsSpecialistAdrianneGibiliscoAHdreeAHneeJIHbihLIHscoadrigibiemailuncedu9198436085ProgrammaticSupportCoordinatorTaneishaHendersontahNEEshaHENdursontaneishauncedu9199622431DirectorCarolinaCollaborativeforResilienceJessicaLambertWardJESSihKALAMbertWARDjessicalemailuncedu9198438154DirectorofEducationCommunityEngagementandBelongingCloeLipariniCLOeeLIPaREEneecloelipemailunceduStudentEngagementCoordinatorDwayStoverDWAYSTOWvurdwayemailuncedu9199627330DirectorStudentAccessSuccessRachelTatesRAYchellTAYTStatesemailuncedu9198436401MeetourGraduateAssistantGraduateAssistantDeeGladneydeegladneerodeglademailuncedu,False
